E,F,G,H,I,J,K
65040,2,2,0,0,46,924865
12168,1,1,2,2,53,924866
226716,1,1,3,3,43,924867
369512,2,2,3,3,29,924868
167743,1,1,2,2,28,924869
279185,2,1,0,0,33,924870
393950,2,1,2,2,43,924871
218091,2,1,3,3,60,924872
312457,1,1,0,0,35,924873
213356,2,2,2,2,28,924874
95453,2,1,0,0,60,924875
4986,1,1,3,3,36,924876
218048,2,2,0,0,28,924877
306296,1,1,3,3,31,924878
34422,2,1,3,3,28,924879
145259,2,2,0,0,35,924880
177105,1,1,3,3,28,924881
119853,2,2,2,2,28,924882
455087,2,2,2,2,28,924883
98479,2,2,2,2,33,924884
379740,1,1,3,3,28,924885
193140,1,1,3,3,50,924886
359901,1,1,2,2,44,924887
383184,2,1,2,2,30,924888
160793,2,2,2,2,34,924889
206217,2,2,2,2,42,924890
297157,2,1,2,2,55,924891
418988,2,1,0,0,46,924892
95453,2,1,0,0,69,924893
13305,2,2,0,0,51,924894
88191,1,1,0,0,36,924895
444948,2,2,2,2,45,924896
359947,2,2,2,2,30,924897
57717,2,2,0,0,34,924898
193947,1,1,3,3,45,924899
266555,2,2,2,2,29,924900
278972,2,1,2,2,56,924901
110178,1,1,0,0,49,924902
259755,2,2,3,3,59,924903
392945,1,1,2,2,27,924904
16538,2,2,3,3,29,924905
390995,2,2,2,2,54,924906
417183,2,1,2,2,44,924907
465702,2,2,2,2,35,924908
195743,2,1,0,0,78,924909
26589,1,1,2,2,35,924910
314975,1,1,3,3,30,924911
158585,1,1,0,0,66,924912
390954,1,1,3,3,41,924913
303926,2,1,2,2,27,924914
215588,1,1,0,0,47,924915
330396,2,1,2,2,27,924916
315351,2,2,0,0,40,924917
313633,2,2,0,0,52,924918
444848,1,1,2,2,40,924919
44887,2,2,0,0,37,924920
227508,1,1,3,3,66,924921
73242,2,1,0,0,29,924922
387248,1,1,2,2,43,924923
292754,2,2,2,2,27,924924
59270,1,1,3,3,27,924925
152716,2,2,0,0,39,924926
65089,1,1,3,3,27,924927
316611,2,2,0,0,27,924928
68040,2,1,3,3,70,924929
172454,2,1,0,0,38,924930
360288,2,1,3,3,27,924931
9193,2,1,0,0,29,924932
20972,2,1,2,2,29,924933
220764,2,2,2,2,29,924934
395649,2,2,2,2,62,924935
108581,2,2,2,2,53,924936
282776,2,2,3,3,38,924937
359112,2,2,0,0,33,924938
107717,2,2,3,3,37,924939
250365,2,2,0,0,64,924940
357958,2,2,0,0,34,924941
9890,2,1,2,2,30,924942
176386,2,2,3,3,27,924943
40417,2,1,0,0,44,924944
395731,1,1,2,2,43,924945
191438,2,2,2,2,62,924946
151369,1,1,2,2,30,924947
348561,2,2,2,2,55,924948
58435,1,1,3,3,55,924949
395649,2,1,3,3,59,924950
400826,1,1,2,2,29,924951
15092,2,1,3,3,59,924952
327851,1,1,3,3,31,924953
348561,2,2,2,2,78,924954
381576,2,2,0,0,49,924955
177105,2,2,2,2,31,924956
295099,2,2,0,0,49,924957
99443,1,0,0,0,49,924958
435237,2,2,3,3,27,924959
327999,2,1,2,2,31,924960
259561,1,1,3,3,32,924961
92108,1,1,3,3,39,924962
296955,2,2,2,2,59,924963
238069,2,2,3,3,49,924964
387444,2,2,2,2,43,924965
360908,1,1,2,2,54,924966
277397,1,1,0,0,34,924967
259116,2,2,0,0,44,924968
135850,1,1,2,2,29,924969
95643,2,1,0,0,68,924970
431052,2,1,2,2,27,924971
81813,2,1,3,3,36,924972
374623,1,1,3,3,49,924973
298458,2,1,3,3,49,924974
435166,1,1,3,3,45,924975
119932,2,2,2,2,47,924976
439549,2,1,3,3,39,924977
400826,1,1,2,2,29,924978
72233,1,1,2,2,39,924979
413473,1,1,2,2,52,924980
259699,0,0,0,0,30,924981
390211,0,0,0,0,29,924982
40934,1,1,0,0,35,924983
455478,2,2,3,3,46,924984
128421,2,2,3,3,29,924985
96554,2,2,2,2,34,924986
93853,1,1,0,0,33,924987
269531,1,1,2,2,32,924988
78396,0,0,0,0,31,924989
218015,2,2,0,0,28,924990
437052,1,1,2,2,63,924991
337997,1,1,0,0,32,924992
347910,2,2,2,2,62,924993
145802,1,1,0,0,64,924994
322195,1,1,0,0,35,924995
326386,1,1,0,0,52,924996
344961,2,2,0,0,47,924997
197094,2,2,0,0,65,924998
93801,2,2,0,0,38,924999
44140,1,1,2,2,68,925000
382911,1,1,2,2,69,925001
109055,1,1,3,3,59,925002
329639,2,1,2,2,34,925003
110095,1,1,2,2,27,925004
450007,2,2,3,3,49,925005
348026,1,1,2,2,30,925006
417183,1,1,2,2,33,925007
374718,2,1,0,0,28,925008
123230,1,1,2,2,63,925009
197082,2,1,0,0,27,925010
45040,2,2,0,0,35,925011
259332,1,1,0,0,27,925012
327055,1,1,0,0,53,925013
198583,2,1,3,3,55,925014
92565,2,2,2,2,45,925015
156657,1,1,0,0,26,925016
369333,1,1,3,3,26,925017
372924,1,1,0,0,43,925018
35774,1,1,0,0,43,925019
156657,1,1,3,3,26,925020
321193,2,2,3,3,26,925021
233999,1,1,2,2,26,925022
227151,2,2,3,3,26,925023
442968,2,1,3,3,26,925024
302764,2,2,2,2,26,925025
10547,2,2,3,3,29,925026
145640,1,1,0,0,48,925027
297869,2,2,0,0,26,925028
390527,1,1,2,2,33,925029
347488,1,1,0,0,27,925030
266532,1,1,2,2,53,925031
109055,1,1,3,3,57,925032
181822,2,2,3,3,37,925033
398782,1,1,2,2,26,925034
313435,1,1,2,2,68,925035
268928,2,1,3,3,43,925036
53001,2,2,3,3,49,925037
56121,1,1,2,2,35,925038
137083,2,2,3,3,27,925039
403374,2,2,2,2,36,925040
383464,1,1,2,2,43,925041
76626,2,2,3,3,36,925042
377709,2,1,0,0,27,925043
156484,1,1,0,0,55,925044
107997,1,1,2,2,35,925045
79823,1,1,3,3,33,925046
73721,1,1,2,2,43,925047
199020,2,2,2,2,32,925048
52553,2,1,3,3,38,925049
199020,1,1,2,2,33,925050
243097,1,1,2,2,47,925051
159478,2,2,2,2,33,925052
15759,2,2,2,2,28,925053
391174,1,1,0,0,26,925054
412252,1,1,0,0,30,925055
338037,1,1,0,0,89,925056
157430,2,2,0,0,33,925057
324482,1,1,3,3,37,925058
451759,1,1,0,0,39,925059
228327,1,1,3,3,33,925060
14319,1,1,3,3,26,925061
184716,2,1,2,2,26,925062
454628,1,1,2,2,38,925063
261816,2,2,3,3,45,925064
42082,1,1,3,3,43,925065
435557,2,1,0,0,84,925066
176040,2,2,2,2,29,925067
360128,1,1,2,2,56,925068
421224,1,1,0,0,41,925069
439842,2,2,0,0,32,925070
93812,1,1,3,3,26,925071
410082,2,1,0,0,67,925072
42551,2,1,3,3,26,925073
228335,1,1,0,0,58,925074
119932,2,2,2,2,47,925075
333892,2,2,3,3,38,925076
42705,1,1,2,2,38,925077
255328,2,2,3,3,43,925078
273754,2,1,2,2,48,925079
398234,2,1,2,2,29,925080
63035,1,1,0,0,60,925081
458492,1,1,3,3,38,925082
56121,1,1,3,3,33,925083
410082,1,1,3,3,67,925084
455467,1,1,3,3,26,925085
334655,2,2,2,2,27,925086
414641,1,1,0,0,28,925087
146533,1,1,2,2,38,925088
111668,1,1,2,2,75,925089
303219,2,1,0,0,26,925090
413653,1,1,2,2,34,925091
209590,1,1,0,0,33,925092
169741,1,1,2,2,42,925093
435348,1,1,2,2,58,925094
42551,2,1,1,1,28,925095
114557,2,2,0,0,63,925096
188454,1,1,0,0,34,925097
67149,1,1,3,3,30,925098
257069,2,2,0,0,35,925099
337847,2,2,0,0,30,925100
174794,2,2,0,0,28,925101
264218,1,1,3,3,39,925102
109515,2,1,2,2,31,925103
398234,1,1,2,2,30,925104
327055,2,2,3,3,58,925105
418842,1,1,2,2,38,925106
435119,2,2,2,2,70,925107
175967,2,1,2,2,75,925108
80677,2,2,0,0,63,925109
279315,2,1,2,2,29,925110
432993,2,2,3,3,27,925111
336320,1,1,2,2,42,925112
85559,2,2,3,3,30,925113
385096,2,1,2,2,31,925114
293754,2,2,0,0,43,925115
233999,1,1,2,2,27,925116
92563,1,1,2,2,29,925117
373798,2,1,0,0,49,925118
10329,2,2,3,3,28,925119
453869,1,1,0,0,35,925120
49148,1,1,0,0,50,925121
256013,1,1,2,2,33,925122
11187,2,2,0,0,33,925123
440635,2,2,0,0,46,925124
118808,2,1,2,2,29,925125
275777,1,1,3,3,32,925126
439999,2,2,2,2,49,925127
310764,2,1,0,0,60,925128
209765,2,2,0,0,44,925129
313132,0,0,0,0,29,925130
204294,1,1,2,2,30,925131
341813,2,1,0,0,64,925132
229862,1,1,0,0,38,925133
229862,2,2,2,2,42,925134
274429,2,2,3,3,35,925135
274429,1,1,3,3,37,925136
155939,2,2,0,0,51,925137
381385,1,1,2,2,43,925138
411309,1,1,0,0,33,925139
275777,1,1,2,2,31,925140
442968,2,2,2,2,26,925141
315168,1,1,3,3,27,925142
409156,2,2,3,3,48,925143
44333,2,2,2,2,26,925144
270515,2,2,2,2,48,925145
370325,2,2,0,0,31,925146
255731,2,2,2,2,31,925147
255731,2,2,2,2,28,925148
446141,1,1,3,3,63,925149
254368,1,1,0,0,32,925150
108554,2,1,3,3,27,925151
258066,2,2,0,0,44,925152
189873,2,2,0,0,27,925153
405339,1,1,2,2,38,925154
405339,1,1,2,2,42,925155
414641,1,1,0,0,31,925156
200884,1,1,2,2,28,925157
207513,1,1,2,2,32,925158
349630,1,1,3,3,56,925159
155009,1,1,2,2,29,925160
308437,1,1,2,2,28,925161
63035,2,2,0,0,32,925162
375553,2,2,0,0,46,925163
393261,2,2,2,2,61,925164
393261,2,2,2,2,58,925165
411274,2,1,0,0,53,925166
360583,2,2,0,0,69,925167
300803,1,1,3,3,26,925168
303581,2,2,3,3,27,925169
373276,2,1,0,0,51,925170
211968,1,1,0,0,40,925171
239748,1,1,0,0,26,925172
10725,1,1,0,0,45,925173
287819,1,1,2,2,38,925174
431958,2,1,3,3,26,925175
20841,1,1,3,3,47,925176
307501,1,1,2,2,31,925177
204009,2,1,0,0,33,925178
99932,1,1,3,3,34,925179
1856,1,1,0,0,43,925180
18372,1,1,2,2,48,925181
353280,1,1,2,2,26,925182
337365,2,2,2,2,26,925183
112898,2,1,2,2,42,925184
225191,2,1,0,0,26,925185
257069,2,2,0,0,34,925186
121428,1,1,2,2,27,925187
92163,1,1,3,3,40,925188
412088,2,2,1,1,28,925189
389374,2,2,2,2,30,925190
355522,1,1,0,0,41,925191
291003,2,2,2,2,48,925192
438830,1,1,3,3,68,925193
438830,1,1,3,3,65,925194
436769,2,1,2,2,37,925195
250118,1,1,2,2,45,925196
410976,1,1,3,3,26,925197
372924,1,1,3,3,42,925198
448230,0,0,2,2,48,925199
394286,2,2,0,0,32,925200
320676,2,2,0,0,51,925201
377672,1,1,0,0,58,925202
25693,2,2,0,0,54,925203
165796,1,1,3,3,59,925204
308087,1,1,0,0,26,925205
160201,2,1,0,0,31,925206
451484,2,1,0,0,64,925207
59788,1,1,0,0,28,925208
420241,1,1,0,0,27,925209
391545,1,1,3,3,69,925210
372970,1,1,2,2,54,925211
372970,2,1,2,2,56,925212
411462,2,2,3,3,32,925213
137119,2,2,3,3,43,925214
409665,1,1,2,2,30,925215
269321,1,1,2,2,64,925216
100269,2,1,2,2,42,925217
44415,2,1,2,2,38,925218
240909,1,1,2,2,29,925219
212373,1,1,0,0,86,925220
126503,2,2,0,0,34,925221
150231,1,1,2,2,54,925222
179735,1,1,0,0,63,925223
201351,1,1,2,2,31,925224
68171,1,1,3,3,36,925225
306246,1,1,2,2,65,925226
421162,2,1,3,3,50,925227
116899,1,1,2,2,38,925228
181058,1,1,0,0,41,925229
450007,1,1,2,2,49,925230
56597,2,1,2,2,30,925231
1933,2,2,2,2,38,925232
253806,2,1,3,3,34,925233
415592,2,2,2,2,52,925234
159404,2,2,0,0,36,925235
338603,1,1,2,2,29,925236
390660,1,1,1,1,26,925237
390272,1,1,0,0,67,925238
41266,2,2,0,0,69,925239
295928,2,2,2,2,26,925240
20791,1,1,0,0,82,925241
179460,1,1,2,2,26,925242
147601,1,1,2,2,51,925243
384021,1,1,0,0,60,925244
26589,1,1,3,3,29,925245
245536,1,1,3,3,36,925246
94286,2,1,3,3,26,925247
408214,2,2,3,3,53,925248
329911,1,1,3,3,36,925249
231384,1,1,3,3,55,925250
126669,2,2,0,0,26,925251
364650,1,1,3,3,40,925252
418270,1,1,0,0,37,925253
91618,2,1,2,2,59,925254
423007,1,1,2,2,29,925255
420698,2,1,0,0,53,925256
195720,2,1,0,0,68,925257
336321,1,1,2,2,29,925258
89167,1,1,3,3,75,925259
211080,1,1,0,0,48,925260
134268,2,2,3,3,43,925261
244675,2,1,3,3,52,925262
162014,2,1,2,2,64,925263
364650,2,2,3,3,42,925264
445982,2,2,3,3,49,925265
374966,2,1,3,3,49,925266
210013,2,2,0,0,26,925267
36533,2,1,0,0,44,925268
335503,1,1,3,3,42,925269
260029,1,1,2,2,47,925270
430403,1,1,0,0,31,925271
191438,2,2,2,2,59,925272
224915,1,1,0,0,27,925273
437974,2,1,0,0,29,925274
213972,2,2,0,0,39,925275
316081,1,1,0,0,63,925276
61648,2,1,2,2,36,925277
355081,1,1,0,0,30,925278
116766,2,2,3,3,33,925279
360253,2,2,2,2,37,925280
93136,2,2,0,0,46,925281
408821,1,1,0,0,26,925282
82708,1,1,2,2,49,925283
365434,2,2,0,0,57,925284
205133,2,2,3,3,48,925285
403295,1,1,0,0,48,925286
62258,2,2,2,2,52,925287
389248,2,2,3,3,36,925288
178056,1,1,2,2,30,925289
315498,2,2,0,0,37,925290
135458,2,1,2,2,27,925291
186514,1,1,0,0,26,925292
347488,2,2,0,0,33,925293
278769,2,2,0,0,64,925294
179409,2,2,3,3,52,925295
289730,1,1,1,1,41,925296
313703,2,2,0,0,58,925297
402127,1,1,2,2,41,925298
434427,1,1,2,2,27,925299
177003,1,1,0,0,67,925300
107725,1,1,2,2,27,925301
444008,1,1,0,0,59,925302
135417,2,2,0,0,27,925303
329912,1,1,0,0,28,925304
83094,2,1,1,1,59,925305
45260,2,1,0,0,68,925306
57546,2,2,2,2,59,925307
394355,1,1,2,2,27,925308
45008,2,2,0,0,33,925309
251188,2,2,0,0,42,925310
160616,2,2,0,0,33,925311
154946,1,1,2,2,45,925312
208358,1,1,3,3,44,925313
308863,1,1,0,0,35,925314
390812,1,1,2,2,40,925315
451232,1,1,3,3,29,925316
369370,2,2,2,2,45,925317
369370,1,1,2,2,49,925318
330492,1,1,2,2,27,925319
457505,2,2,3,3,58,925320
55802,1,1,2,2,27,925321
245661,2,2,0,0,49,925322
393659,2,2,2,2,46,925323
116931,1,1,0,0,29,925324
314725,2,2,2,2,53,925325
453356,1,1,0,0,28,925326
168580,2,2,0,0,35,925327
357639,2,2,0,0,33,925328
128517,1,1,3,3,26,925329
256680,1,1,2,2,57,925330
339543,2,1,3,3,34,925331
259892,2,2,0,0,38,925332
411440,2,2,2,2,36,925333
10147,2,2,2,2,91,925334
212932,1,1,2,2,42,925335
310681,2,2,0,0,51,925336
33810,2,2,3,3,30,925337
86917,1,1,0,0,36,925338
327855,1,1,2,2,30,925339
180155,2,1,3,3,28,925340
264097,1,1,0,0,29,925341
179460,2,1,2,2,30,925342
117396,2,2,0,0,58,925343
307662,1,1,2,2,28,925344
179361,2,1,3,3,32,925345
197507,2,2,2,2,38,925346
316390,1,1,3,3,44,925347
226256,1,1,0,0,26,925348
82708,1,1,0,0,72,925349
240701,1,1,3,3,33,925350
68243,2,2,2,2,25,925351
141829,2,1,0,0,26,925352
316390,2,2,3,3,47,925353
205498,1,1,3,3,49,925354
375372,1,1,3,3,28,925355
11646,1,1,3,3,25,925356
34079,1,1,0,0,55,925357
200776,2,2,3,3,30,925358
213443,1,0,3,3,32,925359
192739,1,1,0,0,25,925360
339266,2,2,3,3,31,925361
439230,2,2,3,3,27,925362
397478,1,1,2,2,31,925363
1870,2,2,0,0,44,925364
348093,2,2,2,2,47,925365
452479,1,1,3,3,61,925366
278234,2,2,2,2,32,925367
232640,2,2,0,0,25,925368
65322,2,2,3,3,57,925369
302024,1,1,0,0,30,925370
353665,2,2,2,2,68,925371
83290,1,1,0,0,74,925372
281387,1,1,3,3,35,925373
155751,2,2,3,3,29,925374
417885,1,1,2,2,34,925375
62353,1,1,3,3,37,925376
182593,1,1,2,2,44,925377
71773,2,2,3,3,25,925378
416865,1,1,2,2,25,925379
276324,2,2,0,0,72,925380
170080,2,2,3,3,33,925381
404749,1,1,0,0,55,925382
10196,1,1,2,2,29,925383
20443,2,1,2,2,35,925384
255795,1,1,2,2,28,925385
327055,2,2,0,0,25,925386
239228,2,2,0,0,27,925387
339266,1,1,3,3,32,925388
397058,1,0,0,0,39,925389
15922,2,2,0,0,60,925390
245643,1,1,2,2,49,925391
327055,1,1,0,0,29,925392
15922,2,2,0,0,61,925393
49060,1,1,2,2,29,925394
386860,1,1,0,0,32,925395
350060,2,2,2,2,42,925396
105518,2,2,3,3,25,925397
154800,1,1,0,0,26,925398
460414,1,1,2,2,29,925399
110720,2,1,3,3,29,925400
117150,1,1,3,3,50,925401
171550,1,1,3,3,67,925402
105386,2,2,2,2,59,925403
165118,2,1,0,0,55,925404
89144,2,2,2,2,35,925405
108684,2,2,3,3,25,925406
394222,2,2,2,2,25,925407
279351,2,1,3,3,27,925408
78403,2,2,2,2,42,925409
348799,1,1,3,3,32,925410
13118,2,2,3,3,27,925411
261130,2,2,0,0,36,925412
123468,1,1,3,3,28,925413
163101,2,2,0,0,25,925414
128956,2,2,2,2,42,925415
128956,2,2,2,2,42,925416
105398,1,1,3,3,27,925417
14152,2,2,3,3,73,925418
14152,2,2,3,3,66,925419
42617,1,1,2,2,37,925420
266513,2,2,2,2,35,925421
69234,1,1,2,2,29,925422
332930,2,2,3,3,78,925423
147364,2,2,0,0,25,925424
97412,2,1,2,2,25,925425
375817,1,1,2,2,26,925426
445938,2,2,0,0,25,925427
67564,2,2,3,3,32,925428
466152,2,2,3,3,31,925429
384761,1,1,2,2,27,925430
336138,2,1,2,2,27,925431
9292,1,1,0,0,26,925432
258908,2,1,2,2,25,925433
267361,1,1,3,3,48,925434
348822,2,2,3,3,27,925435
204544,2,2,0,0,46,925436
354332,2,1,2,2,41,925437
377862,0,0,3,3,37,925438
8538,1,1,2,2,38,925439
283309,1,1,3,3,27,925440
9449,2,2,2,2,48,925441
337789,2,2,3,3,37,925442
373368,2,2,3,3,41,925443
85151,2,2,0,0,48,925444
108434,2,2,0,0,26,925445
56270,2,2,2,2,33,925446
166695,2,1,3,3,28,925447
316329,2,1,2,2,25,925448
241823,1,1,0,0,57,925449
427752,1,1,2,2,37,925450
126735,1,1,3,3,25,925451
391633,2,2,3,3,54,925452
457724,1,1,3,3,25,925453
435354,1,1,2,2,25,925454
42693,2,2,0,0,69,925455
45008,2,2,0,0,35,925456
434359,2,2,3,3,29,925457
51759,1,1,2,2,25,925458
399800,2,1,3,3,27,925459
161222,2,1,3,3,56,925460
454390,2,2,0,0,31,925461
109403,1,1,3,3,27,925462
317322,1,1,2,2,29,925463
461796,2,2,3,3,32,925464
410912,1,1,3,3,29,925465
358480,2,1,3,3,26,925466
67149,1,1,0,0,52,925467
422400,1,1,2,2,25,925468
51533,2,1,2,2,47,925469
309890,2,1,0,0,31,925470
377884,1,1,2,2,53,925471
377884,1,1,2,2,47,925472
175357,2,1,2,2,52,925473
198880,2,2,2,2,46,925474
258771,2,1,2,2,40,925475
170702,2,2,3,3,39,925476
457848,1,1,0,0,33,925477
386831,1,1,2,2,65,925478
386831,2,2,0,0,57,925479
208783,1,1,3,3,25,925480
70756,1,1,2,2,25,925481
387658,1,1,2,2,27,925482
315753,1,1,3,3,28,925483
388078,1,1,2,2,42,925484
346991,2,2,2,2,28,925485
172652,1,1,3,3,25,925486
387207,1,1,3,3,32,925487
268836,1,1,3,3,25,925488
272808,1,1,3,3,31,925489
224169,2,2,2,2,53,925490
416016,2,2,2,2,25,925491
170545,1,1,3,3,69,925492
170545,1,1,3,3,68,925493
292769,1,1,3,3,41,925494
409665,1,1,0,0,42,925495
78393,1,1,3,3,37,925496
317850,2,2,0,0,31,925497
76382,1,1,3,3,25,925498
189049,1,1,0,0,29,925499
183028,2,1,2,2,26,925500
313576,1,1,0,0,25,925501
250182,2,1,0,0,24,925502
137651,1,1,2,2,44,925503
339253,2,1,2,2,47,925504
308207,2,2,2,2,25,925505
47030,2,2,2,2,54,925506
179574,1,1,0,0,25,925507
1899,2,1,0,0,25,925508
62838,1,1,2,2,24,925509
362225,2,2,0,0,33,925510
154304,1,1,2,2,24,925511
80522,1,1,3,3,30,925512
137586,2,2,0,0,43,925513
414022,2,1,2,2,26,925514
220304,1,1,0,0,27,925515
361013,2,1,0,0,51,925516
182694,1,1,3,3,27,925517
422793,1,1,2,2,26,925518
274990,2,1,3,3,36,925519
65249,1,1,3,3,38,925520
1848,1,1,3,3,45,925521
327204,2,1,2,2,49,925522
431052,1,1,2,2,29,925523
79888,1,1,2,2,67,925524
96313,2,1,0,0,34,925525
462060,2,1,2,2,38,925526
381768,2,2,0,0,25,925527
203686,2,2,0,0,55,925528
235941,2,2,0,0,48,925529
198933,1,1,3,3,30,925530
175960,1,1,3,3,31,925531
224361,1,1,2,2,43,925532
274784,0,0,3,3,24,925533
377623,1,1,0,0,61,925534
342780,1,1,3,3,36,925535
108684,1,1,2,2,25,925536
202757,1,1,2,2,52,925537
320728,2,2,3,3,78,925538
119772,2,2,3,3,43,925539
332925,1,1,3,3,43,925540
383184,2,1,3,3,29,925541
314422,2,1,3,3,24,925542
363723,2,1,2,2,26,925543
63828,2,1,3,3,29,925544
371201,2,1,0,0,65,925545
315949,2,1,0,0,55,925546
221288,1,1,2,2,46,925547
332784,2,1,3,3,44,925548
109662,1,1,2,2,36,925549
212648,1,1,2,2,34,925550
375810,1,1,3,3,25,925551
352894,1,1,3,3,26,925552
394446,1,1,3,3,26,925553
374966,2,1,2,2,56,925554
75748,2,2,0,0,35,925555
18920,2,1,2,2,49,925556
305478,2,2,2,2,29,925557
79188,2,1,2,2,54,925558
369958,0,0,0,0,24,925559
44025,1,1,3,3,26,925560
430961,1,1,3,3,24,925561
171816,1,1,2,2,41,925562
107102,1,1,0,0,32,925563
334615,1,1,3,3,36,925564
65521,2,1,3,3,29,925565
242473,2,2,2,2,70,925566
464388,2,1,2,2,58,925567
278761,2,2,3,3,32,925568
131013,2,2,2,2,60,925569
428870,2,2,0,0,46,925570
246190,2,2,2,2,50,925571
333468,1,1,3,3,24,925572
93148,2,2,3,3,32,925573
69234,2,1,2,2,28,925574
78393,1,1,3,3,47,925575
217874,1,1,3,3,24,925576
419387,1,1,0,0,25,925577
228475,2,2,2,2,28,925578
382043,1,1,3,3,36,925579
329306,2,2,2,2,32,925580
33275,2,1,2,2,28,925581
195701,2,2,3,3,82,925582
195701,2,2,3,3,85,925583
309996,1,1,0,0,60,925584
329639,1,1,3,3,28,925585
393261,1,1,2,2,25,925586
273770,2,1,2,2,31,925587
155551,2,2,0,0,57,925588
155551,2,2,0,0,54,925589
356317,1,1,3,3,26,925590
385188,2,1,3,3,24,925591
192077,2,2,3,3,47,925592
440635,2,2,0,0,46,925593
5881,2,1,0,0,56,925594
100364,2,2,3,3,24,925595
415963,1,1,3,3,24,925596
437963,2,1,0,0,25,925597
259644,0,0,2,2,25,925598
408543,2,1,3,3,59,925599
408543,2,2,3,3,50,925600
155965,2,2,0,0,24,925601
122620,1,1,3,3,24,925602
131558,1,1,3,3,53,925603
351703,1,1,0,0,24,925604
445751,1,1,2,2,27,925605
245588,1,1,0,0,66,925606
390104,1,1,3,3,36,925607
144558,2,2,2,2,30,925608
125454,0,0,3,3,24,925609
390227,2,2,2,2,24,925610
444225,2,1,0,0,31,925611
440597,2,2,2,2,45,925612
318606,1,1,3,3,26,925613
454356,2,1,3,3,38,925614
15700,2,2,0,0,71,925615
86001,1,1,2,2,23,925616
241877,2,2,3,3,25,925617
346786,1,1,3,3,27,925618
352746,2,1,3,3,24,925619
17693,2,2,3,3,38,925620
83393,2,2,3,3,43,925621
130667,2,1,3,3,45,925622
109494,2,2,0,0,55,925623
42551,2,2,3,3,25,925624
49885,2,2,0,0,50,925625
360644,1,1,0,0,58,925626
130667,1,1,2,2,58,925627
413924,2,2,2,2,41,925628
34464,2,2,0,0,30,925629
455087,2,1,2,2,23,925630
452479,2,1,3,3,65,925631
363104,1,1,3,3,25,925632
155496,2,2,0,0,53,925633
258528,2,1,3,3,35,925634
402114,2,2,0,0,25,925635
448010,1,1,2,2,25,925636
402707,1,1,2,2,24,925637
55345,1,1,3,3,26,925638
306374,2,2,2,2,25,925639
129032,2,2,3,3,23,925640
201072,1,1,2,2,56,925641
218466,1,1,2,2,23,925642
169367,2,1,3,3,23,925643
431979,2,2,0,0,24,925644
183849,2,2,2,2,24,925645
440090,2,1,0,0,58,925646
156866,1,1,2,2,24,925647
366864,2,2,0,0,44,925648
164863,2,1,3,3,23,925649
313671,1,1,0,0,28,925650
463150,2,2,3,3,39,925651
320401,1,1,2,2,23,925652
34025,2,1,3,3,58,925653
67558,2,2,3,3,29,925654
159958,1,1,2,2,23,925655
229232,1,1,0,0,23,925656
221569,1,1,0,0,24,925657
209197,1,1,3,3,65,925658
64422,2,2,0,0,24,925659
278758,2,2,2,2,39,925660
442618,2,2,2,2,40,925661
18609,1,1,2,2,23,925662
444711,1,1,3,3,23,925663
111548,1,1,2,2,23,925664
94150,2,2,2,2,27,925665
328436,1,1,0,0,58,925666
463546,2,2,0,0,25,925667
44068,2,1,0,0,25,925668
95952,1,1,0,0,35,925669
344690,1,1,2,2,24,925670
461797,1,1,0,0,35,925671
172006,1,1,0,0,25,925672
405820,1,1,0,0,23,925673
267101,2,2,2,2,57,925674
151472,2,2,2,2,66,925675
280370,1,1,2,2,24,925676
164134,2,2,0,0,45,925677
374246,1,1,3,3,42,925678
374246,2,1,3,3,50,925679
9292,2,2,0,0,26,925680
387658,1,1,2,2,25,925681
287084,2,2,0,0,45,925682
198940,1,1,3,3,44,925683
446918,2,1,2,2,57,925684
164027,1,1,2,2,34,925685
117982,2,1,0,0,31,925686
333622,1,1,2,2,28,925687
202256,2,2,3,3,39,925688
282596,2,2,3,3,85,925689
9459,0,0,3,3,23,925690
421342,2,2,0,0,23,925691
349004,1,1,0,0,24,925692
362926,2,1,3,3,24,925693
396314,2,2,2,2,25,925694
164814,2,2,0,0,50,925695
255734,1,1,0,0,42,925696
461160,2,2,0,0,35,925697
67149,2,1,0,0,32,925698
1946,2,2,3,3,36,925699
151458,2,2,0,0,66,925700
119520,1,1,2,2,27,925701
63243,1,1,2,2,40,925702
395518,1,1,0,0,52,925703
180978,2,1,3,3,24,925704
446778,2,2,2,2,47,925705
30831,2,1,0,0,39,925706
427704,1,1,3,3,82,925707
363510,1,1,2,2,36,925708
310492,2,2,0,0,31,925709
251952,2,2,3,3,34,925710
381052,2,2,0,0,22,925711
356595,1,1,3,3,22,925712
145802,1,1,0,0,65,925713
134574,2,2,3,3,22,925714
115582,1,1,3,3,38,925715
402127,1,1,2,2,42,925716
180155,1,1,3,3,34,925717
240252,1,1,3,3,23,925718
354059,1,1,3,3,23,925719
78846,1,1,3,3,62,925720
17975,2,2,3,3,41,925721
237625,2,2,2,2,81,925722
136415,2,1,2,2,28,925723
218466,2,1,2,2,22,925724
383206,2,2,0,0,27,925725
314231,2,2,3,3,59,925726
94095,2,2,0,0,23,925727
134669,1,1,2,2,60,925728
134669,1,1,2,2,50,925729
249570,1,1,0,0,24,925730
93051,2,2,2,2,64,925731
414696,1,1,0,0,42,925732
385188,2,1,0,0,44,925733
433431,1,1,0,0,30,925734
82756,2,2,2,2,50,925735
205545,1,1,2,2,22,925736
300949,1,1,0,0,37,925737
292096,1,1,0,0,32,925738
