E,F,G,H,I,J,K
336850,1,1,3,3,34,1
147431,2,1,0,0,34,2
170469,2,2,0,0,63,2
170469,2,2,0,0,77,2
358904,1,1,3,3,50,1
219579,1,1,2,3,29,1
417541,2,2,0,0,41,2
202353,2,2,0,0,34,2
218411,1,1,0,0,39,1
202353,2,2,0,0,35,2
26838,1,1,2,2,34,1
211018,1,1,3,3,27,1
273258,2,2,0,0,29,2
337228,2,1,0,0,34,2
29268,2,2,2,2,72,2
297393,2,1,0,0,56,2
199116,1,1,2,2,54,1
158121,1,1,3,3,29,1
363260,1,1,2,3,52,1
236432,2,1,0,0,41,2
21106,1,1,2,2,34,1
167590,2,1,0,0,63,2
77899,1,1,1,2,45,1
34088,1,1,2,2,37,1
68636,1,1,0,0,62,1
438958,2,2,3,3,64,2
74274,1,1,0,0,27,1
8306,1,1,0,0,32,1
364501,2,1,1,2,38,2
247020,2,2,3,3,34,2
95610,1,1,2,2,33,1
12414,1,1,2,2,71,1
274754,2,2,0,0,54,2
383377,1,1,3,3,60,1
63572,2,2,3,3,27,2
400297,1,1,1,2,30,1
33385,2,1,1,2,34,2
231396,1,1,1,2,34,1
371271,1,1,3,3,29,1
45063,1,1,0,0,78,1
146472,1,1,1,2,39,1
457774,2,2,3,3,39,2
332993,2,1,2,2,40,2
42883,2,2,2,3,36,2
24063,1,1,2,2,60,1
127613,1,1,3,3,49,1
419083,2,1,0,0,34,2
152669,1,1,3,3,72,1
261717,1,1,1,2,54,1
108372,1,1,0,0,65,1
315345,2,2,0,0,60,2
66555,1,1,3,3,69,1
277895,2,1,2,2,58,2
156512,2,2,2,3,71,2
157047,1,1,2,2,38,1
16522,1,1,1,2,68,1
227354,2,1,1,2,73,2
371152,2,2,0,0,27,2
431327,1,1,3,3,27,1
49256,1,1,1,2,27,1
305373,2,1,0,0,69,2
125491,1,1,2,2,29,1
241339,2,2,2,2,64,2
347295,2,2,0,0,63,2
156287,1,1,2,2,38,1
66674,1,1,2,2,48,1
254722,1,1,2,3,27,1
357081,1,1,2,3,38,1
355215,1,1,1,2,27,1
144526,1,1,2,2,28,1
239661,2,1,2,2,49,2
379822,1,1,3,3,27,1
430553,1,1,0,0,33,1
192940,2,2,1,2,28,2
290097,1,1,0,0,27,1
162212,2,2,3,3,28,2
7741,2,2,0,0,27,2
116404,2,1,3,3,27,2
449094,2,1,0,0,27,2
261141,1,1,0,0,27,1
363070,2,2,0,0,27,2
28710,1,1,3,3,27,1
82862,2,1,3,3,52,2
390871,2,1,2,3,27,2
297912,1,1,2,2,41,1
278759,1,1,2,2,27,1
252523,1,1,2,3,27,1
47347,1,1,0,0,49,1
418896,1,1,2,2,27,1
100331,1,1,2,2,46,1
239661,2,1,2,2,53,2
309618,2,2,0,0,57,2
367312,2,2,2,3,27,2
445034,1,1,2,2,27,1
451299,2,1,2,2,28,2
106720,1,1,3,3,28,1
361037,1,1,3,3,53,1
233611,2,2,1,1,27,2
459040,1,1,3,3,27,1
312886,1,1,3,3,27,1
382533,1,1,1,2,31,1
421269,1,1,2,2,51,1
353208,2,2,0,0,39,2
107390,2,1,0,0,27,2
434761,1,1,1,2,59,1
429165,2,1,2,3,32,2
440305,2,2,3,3,28,2
89023,1,1,1,2,27,1
294685,2,2,3,3,47,2
335755,2,2,2,2,50,2
429165,1,1,3,3,32,1
85682,1,1,2,2,39,1
315563,2,1,1,2,38,2
271658,2,2,0,0,67,2
378891,1,1,3,3,29,1
272722,2,2,0,0,33,2
452336,2,2,2,2,34,2
297912,2,1,2,2,41,2
359848,1,1,3,3,33,1
302281,2,2,1,2,65,2
282065,2,2,0,0,41,2
296911,2,2,0,0,31,2
18612,1,1,0,0,34,1
171988,2,2,0,0,51,2
58668,1,1,2,3,42,1
303979,1,1,1,2,34,1
146365,1,1,0,0,64,1
454217,1,1,0,0,39,1
92124,2,2,0,0,64,2
125575,2,2,0,0,34,2
92263,2,1,0,0,28,2
65668,2,1,1,2,47,2
124787,2,1,3,3,34,2
124787,1,1,2,3,34,1
297635,1,1,2,2,42,1
57426,1,1,2,2,34,1
68462,1,1,2,2,71,1
68462,1,1,2,2,70,1
50423,2,2,0,0,34,2
308736,2,1,0,0,37,2
115430,2,1,2,3,72,2
387937,1,1,0,0,29,1
319811,1,1,0,0,32,1
153728,2,1,0,0,27,2
302593,2,2,0,0,37,2
306360,2,2,2,2,27,2
439012,1,1,2,3,42,1
455002,1,1,3,3,32,1
57696,1,1,0,0,51,1
273795,1,1,0,0,64,1
211730,1,1,2,2,30,1
257598,1,1,2,3,39,1
9645,1,1,0,0,63,1
13584,1,1,1,1,38,1
13584,1,1,1,1,37,1
66665,1,1,1,2,48,1
15758,1,1,2,2,27,1
218713,1,1,3,3,38,1
111989,2,1,3,3,42,2
199250,1,1,0,0,39,1
279451,2,2,2,2,28,2
464660,2,2,2,2,51,2
66665,1,1,2,2,46,1
269815,2,1,3,3,27,2
196514,2,1,2,2,46,2
103052,1,1,3,3,31,1
388444,2,2,2,2,34,2
232232,2,2,2,3,27,2
368505,2,2,2,2,35,2
292047,1,1,3,3,40,1
357742,1,1,0,0,29,1
306635,2,2,3,3,27,2
381701,2,1,3,3,28,2
50213,2,2,2,2,27,2
113679,1,1,0,0,29,1
280717,1,1,0,0,29,1
104801,1,1,2,3,32,1
19955,1,1,2,2,52,1
36391,2,1,2,2,82,2
36391,2,2,1,2,80,2
146248,2,2,1,2,28,2
301960,2,1,0,0,28,2
250929,2,1,2,3,29,2
58634,2,2,0,0,64,2
228513,1,1,3,3,41,1
329319,1,1,2,3,35,1
374443,1,1,2,2,29,1
19955,2,1,3,3,55,2
423964,1,1,0,0,48,1
133867,1,1,1,2,29,1
19107,1,1,1,2,38,1
39919,2,2,2,2,29,2
384657,1,1,3,3,29,1
355679,2,2,2,3,28,2
444729,1,1,2,2,28,1
346496,2,2,2,2,30,2
52471,2,1,2,3,29,2
288444,2,2,2,2,29,2
460491,1,1,2,2,30,1
79827,2,2,2,3,28,2
387321,2,1,0,0,31,2
423599,1,1,3,3,34,1
88308,2,2,3,3,27,2
247401,2,2,0,0,27,2
290969,1,1,0,0,87,1
357805,1,1,2,2,27,1
59317,1,1,2,2,28,1
288994,2,2,3,3,64,2
234239,2,1,3,3,33,2
411918,1,1,2,3,49,1
55453,1,1,2,3,63,1
335755,1,1,0,0,30,1
450525,2,1,0,0,29,2
137589,2,2,0,0,28,2
60958,1,1,0,0,51,1
61333,2,2,0,0,35,2
62576,1,1,2,2,54,1
466035,2,2,2,2,49,2
196000,1,1,2,2,39,1
288979,1,1,3,3,27,1
439682,2,2,2,2,42,2
98099,2,2,0,0,54,2
365689,1,1,3,3,44,1
377470,2,1,3,3,37,2
422042,2,2,0,0,33,2
40967,2,2,0,0,71,2
170042,1,0,0,0,27,1
364501,2,1,2,3,38,2
285306,1,1,2,3,30,1
144836,1,1,0,0,46,1
40967,2,2,3,3,72,2
255537,2,1,0,0,53,2
251153,2,2,3,3,29,2
88546,1,1,3,3,42,1
311048,1,1,0,0,55,1
346044,1,1,2,2,72,1
20390,2,2,2,3,41,2
190075,1,1,0,0,64,1
292047,1,1,1,2,40,1
303473,1,1,2,2,27,1
378212,2,2,1,2,39,2
40447,2,1,2,2,33,2
40447,2,1,2,3,35,2
312769,1,1,0,0,64,1
182383,1,1,0,0,27,1
443158,2,1,2,2,29,2
19039,1,1,2,2,31,1
123727,1,1,3,3,37,1
307909,1,1,3,3,44,1
435513,1,1,2,2,34,1
141917,2,2,2,2,51,2
407641,2,1,2,3,35,2
344366,2,1,0,0,27,2
61839,2,1,3,3,27,2
202761,1,1,2,2,27,1
288994,2,2,2,3,56,2
195517,2,1,0,0,34,2
282090,1,1,0,0,34,1
435801,2,2,1,2,38,2
435801,2,2,1,2,42,2
307909,2,2,2,3,46,2
228524,2,2,0,0,63,2
305728,1,1,3,3,38,1
311048,2,2,2,3,62,2
199711,1,1,3,3,48,1
446150,2,2,2,2,58,2
214510,2,2,0,0,48,2
249216,2,1,1,2,58,2
320762,2,1,0,0,29,2
407147,2,1,2,2,50,2
436341,1,1,3,3,45,1
169340,1,1,0,0,26,1
126378,2,2,0,0,58,2
58250,1,1,3,3,38,1
199711,1,1,0,0,51,1
314962,2,2,0,0,43,2
386309,2,2,0,0,47,2
450437,2,1,0,1,27,2
196000,2,2,3,3,39,2
325903,2,2,2,2,71,2
208349,1,1,0,0,35,1
165291,2,1,0,0,70,2
369146,1,1,0,0,26,1
281328,2,2,3,3,64,2
275907,1,1,0,0,44,1
463928,2,1,0,0,61,2
406383,2,1,0,0,31,2
2537,1,1,3,3,54,1
193294,1,1,0,0,26,1
221308,2,2,3,3,34,2
241737,2,2,3,3,38,2
276594,2,1,3,3,26,2
36857,2,2,3,3,32,2
195885,2,2,1,2,37,2
58962,2,2,3,3,30,2
197966,1,1,0,0,35,1
376148,1,1,2,3,69,1
376148,1,1,2,3,66,1
289436,2,2,2,3,33,2
60655,2,2,2,3,26,2
102256,1,1,0,0,33,1
448778,1,1,0,0,66,1
4362,1,1,0,0,33,1
152796,1,1,3,3,38,1
9587,1,1,2,3,37,1
301684,2,1,0,0,82,2
58637,1,1,1,2,33,1
236311,2,2,2,3,33,2
37228,2,2,2,3,28,2
389493,2,1,0,0,27,2
134947,2,2,2,2,26,2
227354,1,1,2,2,71,1
250124,1,1,0,0,26,1
135928,2,2,0,0,35,2
163673,2,2,2,3,43,2
50000,1,1,3,3,43,1
58852,1,1,0,1,26,1
10208,1,1,1,2,45,1
10208,1,1,2,2,54,1
342283,2,1,2,3,26,2
326067,2,2,1,2,85,2
258551,2,2,3,3,65,2
138225,1,1,2,2,33,1
218424,1,1,3,3,41,1
70651,1,1,0,0,38,1
123140,1,1,0,0,67,1
303979,1,1,2,2,37,1
19224,1,1,0,0,52,1
290395,2,1,3,3,33,2
15137,2,2,0,0,26,2
449151,2,1,3,3,26,2
167454,2,1,1,2,62,2
262489,2,1,3,3,27,2
380918,2,1,3,3,39,2
205144,2,2,0,0,36,2
44936,1,1,1,2,40,1
379432,1,1,3,3,33,1
210911,2,2,0,0,27,2
433812,2,1,2,2,26,2
154767,1,1,0,0,63,1
303688,2,2,3,3,64,2
239114,1,1,0,0,59,1
95455,1,1,2,2,29,1
452418,1,1,0,0,28,1
317051,1,1,2,3,50,1
415424,2,2,0,0,28,2
21049,2,2,0,0,41,2
335662,2,2,2,3,57,2
439409,2,2,2,2,63,2
407887,1,1,2,2,39,1
119528,1,1,2,3,38,1
277470,2,2,2,3,34,2
295621,1,1,0,0,64,1
150529,2,1,0,0,31,2
97571,2,2,2,2,26,2
71948,2,1,2,2,43,2
443099,1,1,0,0,29,1
450041,2,2,2,3,33,2
385281,1,1,2,2,31,1
16986,2,2,0,0,26,2
22930,2,2,1,2,33,2
7041,2,1,0,0,27,2
378847,1,1,1,2,66,1
105853,2,2,0,0,29,2
251843,1,1,3,3,66,1
94662,1,1,0,0,38,1
315568,2,2,2,3,28,2
382772,1,1,0,0,43,1
221063,1,1,0,0,36,1
292988,2,2,0,0,27,2
40530,1,1,2,3,26,1
303698,1,1,0,0,31,1
436259,1,1,3,3,26,1
3555,1,1,1,2,26,1
191873,1,1,2,2,26,1
401301,2,1,3,3,26,2
263051,1,1,2,2,26,1
80666,2,1,2,3,26,2
98367,2,1,2,3,38,2
303473,1,1,2,2,26,1
135835,2,2,1,2,29,2
444914,1,1,2,2,34,1
100037,2,1,0,0,40,2
294254,1,1,2,3,43,1
218068,2,2,0,0,46,2
202854,2,2,2,3,27,2
412661,2,1,2,2,35,2
239782,2,1,3,3,49,2
463498,1,1,3,3,68,1
394114,1,1,1,2,66,1
452582,1,1,2,2,52,1
435807,2,1,3,3,26,2
190691,1,1,2,2,45,1
273400,2,1,0,0,27,2
42748,2,2,2,3,76,2
42748,2,2,3,3,72,2
187938,2,2,0,0,37,2
57109,2,1,2,2,34,2
94565,2,2,2,2,68,2
62118,2,1,2,3,31,2
169646,2,1,0,0,53,2
400248,2,2,2,3,59,2
48028,1,1,0,0,29,1
407147,1,1,1,2,48,1
260583,1,1,3,3,28,1
433812,2,2,0,0,26,2
295729,2,1,3,3,29,2
47672,1,1,0,0,33,1
90539,2,2,2,3,53,2
24800,1,1,2,2,33,1
248155,2,1,2,3,27,2
105874,2,1,3,3,47,2
100678,2,1,1,2,38,2
156512,1,1,3,3,67,1
190855,2,2,1,2,33,2
7388,1,0,1,2,26,1
156736,1,1,0,0,38,1
190598,1,1,2,3,38,1
341382,1,0,3,3,36,1
45920,2,2,3,3,26,2
8257,1,1,0,0,65,1
271145,2,1,2,3,56,2
250693,2,2,2,2,26,2
264032,2,1,0,0,67,2
351869,1,1,0,0,50,1
430676,1,1,1,2,43,1
167542,2,1,2,2,30,2
153289,2,1,2,3,26,2
75000,1,1,0,0,26,1
130577,1,1,0,0,26,1
220019,2,1,1,2,62,2
433318,1,1,2,2,57,1
3141,1,1,0,0,26,1
455329,2,1,2,2,37,2
403155,1,1,2,3,26,1
42930,1,1,2,2,38,1
26752,2,2,3,3,27,2
385829,1,1,0,0,27,1
39859,1,1,3,3,26,1
464596,2,1,3,3,26,2
262792,2,2,3,3,26,2
228501,2,2,0,0,26,2
135160,2,1,3,3,42,2
44156,1,1,1,2,32,1
325058,2,1,0,0,34,2
69638,1,1,0,0,33,1
302055,1,1,3,3,38,1
67744,1,1,2,3,32,1
183625,1,1,3,3,34,1
235829,2,2,3,3,26,2
315578,1,1,2,2,27,1
48767,2,2,0,0,45,2
99466,2,2,0,0,40,2
282740,2,2,0,0,51,2
382533,2,2,2,2,32,2
427324,2,1,0,0,30,2
345979,2,1,3,3,31,2
29911,1,1,1,2,27,1
88336,0,0,0,0,27,0
407316,2,1,3,3,35,2
378847,1,1,3,3,28,1
218068,2,2,0,0,46,2
229578,2,2,1,2,27,2
211310,2,2,2,2,52,2
325903,1,1,1,2,68,1
341696,2,2,0,0,43,2
89023,1,1,2,2,68,1
102896,1,1,1,2,35,1
167465,2,1,3,3,37,2
124186,2,2,2,3,37,2
16305,2,2,0,0,26,2
30105,1,1,1,2,54,1
427547,1,1,2,3,27,1
445712,2,1,0,0,42,2
355120,1,1,3,3,29,1
454915,2,2,2,3,29,2
78259,1,1,2,2,45,1
278684,1,1,0,0,33,1
125492,2,1,1,2,30,2
62889,1,1,3,3,43,1
393048,1,1,1,2,33,1
138415,2,1,2,2,29,2
125742,1,1,1,2,64,1
456762,1,1,0,0,36,1
461412,1,1,0,0,74,1
20284,1,1,3,3,30,1
340861,2,2,3,3,39,2
78497,1,1,2,3,49,1
61145,1,1,0,0,26,1
325706,1,1,2,3,31,1
6094,1,1,0,0,37,1
383470,2,2,2,2,62,2
383470,2,2,2,2,53,2
286331,1,1,0,0,42,1
250487,1,1,3,3,26,1
377833,2,2,3,3,27,2
192759,2,2,0,0,47,2
7033,2,1,3,3,35,2
392577,2,2,0,0,33,2
207887,2,2,0,0,64,2
134903,2,1,1,2,61,2
245743,2,1,0,0,34,2
178061,2,2,0,0,28,2
9281,1,1,0,0,47,1
445830,1,1,0,0,36,1
135262,1,1,1,2,65,1
380692,1,1,2,2,30,1
287363,2,1,2,3,33,2
438159,2,1,0,0,60,2
169646,2,2,0,0,53,2
85409,2,1,2,3,29,2
15573,2,2,2,2,26,2
349361,1,1,2,3,28,1
60056,1,1,0,0,31,1
162910,2,1,2,2,30,2
141102,1,1,0,0,60,1
156420,2,2,2,3,26,2
349025,2,1,0,0,54,2
350077,2,2,2,3,40,2
393358,1,1,1,2,38,1
424484,1,1,2,2,30,1
46996,1,1,1,2,26,1
110071,2,1,2,2,53,2
421379,1,1,1,2,40,1
424484,2,2,3,3,30,2
285631,2,2,0,0,26,2
93271,1,1,0,0,45,1
438969,2,2,2,2,48,2
300330,2,1,2,3,46,2
159230,1,1,0,0,31,1
382073,1,1,0,0,38,1
220321,2,1,2,3,33,2
17138,2,2,0,0,35,2
350077,2,2,1,2,40,2
26279,1,1,2,2,58,1
245649,1,1,1,2,37,1
145622,1,1,3,3,31,1
216775,1,1,3,3,59,1
39356,1,1,3,3,32,1
116404,2,2,2,3,35,2
307475,2,2,2,2,67,2
271487,1,1,3,3,32,1
432482,1,1,0,0,28,1
183056,1,1,0,0,31,1
202360,2,1,2,3,36,2
186335,2,2,1,2,32,2
237791,1,1,0,0,29,1
27951,1,1,0,0,64,1
243052,2,2,0,0,33,2
90931,1,1,2,2,70,1
192222,2,2,2,3,34,2
90931,2,1,3,3,70,2
411834,1,1,3,3,30,1
258267,1,1,1,2,33,1
250930,2,2,0,0,32,2
459787,2,2,3,3,39,2
346163,2,1,1,2,37,2
257106,2,2,3,3,62,2
20280,2,2,2,3,35,2
200386,1,1,2,2,68,1
123492,1,1,2,3,42,1
350099,2,2,0,0,46,2
332435,2,1,0,0,32,2
47598,2,1,1,2,46,2
175972,1,1,0,0,31,1
233122,2,1,3,3,28,2
53720,1,1,2,3,31,1
292484,2,1,0,0,54,2
243003,2,1,0,0,28,2
138225,1,1,2,2,34,1
191582,2,1,2,3,26,2
367312,2,2,1,2,30,2
55524,2,2,0,0,34,2
16580,2,2,0,0,68,2
106720,2,1,2,3,30,2
446783,1,1,1,2,64,1
290187,1,1,3,3,33,1
290187,1,1,3,3,31,1
32441,1,1,2,2,86,1
28594,2,1,0,0,37,2
46181,1,1,2,2,31,1
118162,2,2,0,0,31,2
170686,2,2,0,0,53,2
165284,1,1,3,3,28,1
230283,1,1,0,0,58,1
351205,1,1,3,3,55,1
247402,2,2,0,0,58,2
119889,1,1,0,0,60,1
445712,1,1,0,0,48,1
326017,2,1,2,3,52,2
92068,2,1,3,3,55,2
129902,1,1,3,3,41,1
2821,1,1,3,3,61,1
188521,1,1,0,0,28,1
33014,2,2,1,2,65,2
438202,1,1,3,3,38,1
320879,2,1,3,3,27,2
174140,1,1,3,3,26,1
382073,1,1,2,3,34,1
1767,2,2,0,0,37,2
275729,1,1,2,2,45,1
69970,2,1,1,2,27,2
197719,1,1,0,0,38,1
95925,2,1,0,0,58,2
206409,1,1,2,2,34,1
175317,2,1,2,2,27,2
270142,2,2,2,2,36,2
268462,1,1,0,0,32,1
67525,1,1,2,2,31,1
116404,2,2,0,0,36,2
14533,1,1,2,3,26,1
430676,2,1,2,2,36,2
242964,1,1,2,2,48,1
43929,2,2,0,0,37,2
159102,2,1,0,0,35,2
125356,2,2,2,2,43,2
244763,1,1,1,2,28,1
30873,0,0,2,3,28,0
143183,2,2,3,3,36,2
24731,2,2,2,2,65,2
56639,2,1,2,2,36,2
347334,1,1,3,3,28,1
180216,1,1,0,0,30,1
185511,2,1,0,0,48,2
117463,1,1,1,2,34,1
139656,2,1,2,3,26,2
245743,2,1,3,3,34,2
290078,1,1,2,2,38,1
164984,1,1,3,3,31,1
10307,2,1,3,3,67,2
266674,1,1,3,3,39,1
433570,1,1,2,2,32,1
18502,2,2,0,0,53,2
457130,1,1,0,0,28,1
351644,1,1,3,3,32,1
25298,1,1,2,2,31,1
71632,1,1,0,0,29,1
455728,2,1,2,2,41,2
44471,2,2,0,0,44,2
266077,2,2,2,2,52,2
427579,2,1,2,3,29,2
339224,2,2,0,0,27,2
427579,2,1,2,3,32,2
399115,1,1,1,2,33,1
110263,1,1,0,0,29,1
438270,2,2,3,3,33,2
296039,2,2,3,3,31,2
390575,1,1,3,3,31,1
347212,2,2,2,3,62,2
45702,2,2,2,2,34,2
45702,2,2,2,2,32,2
18059,2,1,2,2,37,2
233069,1,1,2,2,33,1
64698,2,2,0,0,29,2
449202,2,1,3,3,32,2
99049,2,2,0,0,32,2
368834,1,1,0,0,30,1
47598,2,2,1,2,45,2
62351,1,1,1,2,34,1
24731,2,2,1,2,66,2
39865,1,1,2,2,33,1
351633,2,2,2,3,28,2
174293,1,1,2,2,47,1
189317,2,2,2,2,30,2
9226,1,1,0,0,34,1
81701,2,2,3,3,26,2
310599,2,2,2,3,30,2
381930,1,1,2,3,30,1
54316,2,2,1,2,44,2
126123,1,1,3,3,27,1
362378,1,1,3,3,29,1
125492,1,1,2,2,26,1
115694,1,1,1,2,31,1
417255,1,1,3,3,37,1
10597,2,1,2,2,33,2
275180,1,1,0,0,63,1
255421,2,2,0,0,30,2
53764,2,2,3,3,52,2
92465,1,1,0,0,29,1
120927,1,1,2,2,33,1
173537,2,2,0,0,67,2
64785,1,1,0,0,32,1
462897,1,1,0,0,60,1
295794,1,1,3,3,64,1
167454,1,1,3,3,81,1
296661,2,1,2,2,44,2
120239,2,2,3,3,26,2
175460,2,2,0,0,32,2
157135,1,1,0,0,55,1
157135,2,2,0,0,59,2
44877,2,1,1,2,70,2
100037,1,1,0,0,40,1
63375,1,1,2,2,28,1
438043,2,1,1,2,29,2
145743,2,2,3,3,38,2
426473,2,2,2,3,36,2
434958,1,1,0,0,32,1
288084,1,1,0,0,28,1
143206,2,1,1,2,29,2
125356,1,1,2,2,49,1
308972,2,2,2,3,32,2
227891,1,1,3,3,37,1
157326,2,2,1,2,28,2
274048,2,2,0,0,45,2
292418,2,2,1,1,32,2
61307,1,1,1,2,60,1
97625,2,2,2,2,34,2
172793,1,1,0,0,38,1
326852,1,1,0,0,58,1
139391,1,1,3,3,39,1
180663,2,2,0,0,26,2
145257,2,2,1,2,27,2
28191,2,2,3,3,31,2
434902,2,1,1,2,48,2
38345,2,2,3,3,26,2
306689,2,1,0,0,30,2
237766,2,2,2,3,28,2
285939,2,2,2,2,31,2
295209,1,1,0,0,27,1
258221,1,1,3,3,34,1
42162,1,1,0,0,59,1
107064,2,2,0,0,48,2
407322,1,1,2,2,27,1
7454,2,1,1,2,65,2
162471,1,1,1,2,29,1
172429,1,1,3,3,30,1
233978,2,2,2,2,32,2
305189,1,1,0,0,27,1
351146,2,2,0,0,29,2
13240,2,2,2,3,33,2
162556,1,1,2,2,63,1
82721,1,1,0,0,57,1
240052,1,1,2,2,41,1
197395,1,1,2,2,42,1
27675,2,2,3,3,31,2
249104,2,1,2,3,55,2
147122,2,2,2,3,76,2
273417,1,1,0,0,55,1
112674,2,1,2,2,29,2
120927,1,1,1,2,33,1
440998,2,1,3,3,31,2
27351,2,2,2,2,44,2
256784,1,1,0,0,27,1
37067,2,1,2,3,65,2
11273,2,1,2,2,55,2
106013,1,1,2,2,66,1
127664,1,1,2,2,30,1
408774,2,1,3,3,26,2
26007,1,1,2,2,31,1
57034,1,1,3,3,30,1
181450,2,1,2,2,27,2
46009,2,1,0,0,30,2
105084,1,1,2,3,44,1
113814,2,2,2,3,57,2
380715,1,1,2,3,27,1
111480,2,2,1,2,58,2
111480,1,1,1,2,58,1
264091,2,2,1,2,59,2
290168,2,1,2,3,56,2
190598,1,1,2,2,32,1
27220,2,2,0,0,58,2
384329,2,1,0,0,43,2
53702,1,1,2,3,40,1
198643,1,1,2,3,26,1
17710,1,1,2,2,28,1
71365,1,1,3,3,29,1
277571,2,1,1,2,49,2
315729,2,2,3,3,26,2
128355,2,2,0,0,62,2
234453,1,1,1,2,51,1
238208,2,1,3,3,35,2
302593,1,1,0,0,39,1
197719,1,1,0,0,38,1
157314,2,2,3,3,30,2
406455,2,2,0,0,32,2
160558,2,2,0,0,65,2
92473,2,1,2,3,32,2
128355,2,2,0,0,61,2
212592,2,1,2,3,33,2
60838,1,1,2,2,31,1
444751,2,2,3,3,33,2
295385,2,1,3,3,55,2
454053,1,1,2,2,26,1
325058,2,2,0,0,35,2
169244,1,1,0,0,43,1
431019,1,1,0,0,55,1
146380,1,1,2,3,35,1
217129,1,1,2,2,31,1
4362,1,1,0,0,37,1
286567,2,2,2,3,31,2
53755,2,1,2,3,44,2
228879,2,1,0,0,35,2
73004,1,1,2,2,45,1
106575,1,1,2,2,57,1
113104,2,1,3,3,34,2
327128,1,1,2,3,35,1
4156,1,1,0,0,45,1
139053,1,1,1,2,63,1
308726,2,1,3,3,44,2
53852,1,1,0,0,36,1
264125,0,0,2,3,33,0
127499,1,1,3,3,31,1
160682,2,2,2,2,66,2
260626,2,2,0,0,28,2
54542,2,2,3,3,29,2
84591,2,2,0,0,46,2
125346,1,1,2,2,37,1
344106,2,2,2,2,33,2
12553,2,1,2,2,32,2
203598,2,1,3,3,40,2
389205,1,1,2,2,34,1
85783,2,2,1,2,31,2
184819,2,1,0,0,41,2
13155,2,2,0,0,67,2
301861,2,2,0,0,26,2
189962,1,1,2,2,27,1
3065,1,1,1,2,55,1
53702,1,1,2,2,39,1
261930,2,2,0,0,31,2
378734,1,1,3,3,32,1
215873,1,1,0,0,36,1
451920,1,1,0,0,59,1
232097,1,1,0,0,30,1
214539,1,1,2,2,66,1
150094,1,1,0,0,27,1
273417,1,1,0,0,52,1
85682,2,1,2,2,42,2
326399,1,1,3,3,30,1
170098,0,0,2,2,43,0
222671,1,1,1,2,50,1
30245,1,1,2,2,55,1
249401,2,1,0,0,28,2
387938,2,2,0,0,31,2
389205,1,1,2,2,34,1
86006,1,1,0,0,34,1
11527,2,2,3,3,53,2
384863,1,1,0,0,45,1
327976,2,2,3,3,27,2
45590,2,1,2,2,29,2
294076,2,2,2,2,50,2
231258,1,1,2,3,33,1
439471,1,1,1,2,63,1
378519,2,2,0,0,29,2
458349,1,1,3,3,28,1
110878,1,1,3,3,31,1
377356,1,1,0,0,34,1
114702,2,1,2,2,39,2
156736,1,1,1,2,34,1
156329,2,1,3,3,40,2
459316,1,1,0,0,49,1
362921,1,1,1,2,29,1
367310,1,1,0,0,32,1
121052,1,1,0,0,55,1
23994,2,2,0,0,38,2
276972,2,1,2,2,56,2
145873,2,1,2,3,30,2
297635,1,1,2,2,49,1
351043,2,1,1,2,50,2
155184,2,2,3,3,30,2
426336,2,1,3,3,29,2
9158,1,1,2,2,70,1
192507,1,1,2,3,56,1
380974,2,2,0,0,31,2
30160,1,1,1,2,64,1
247020,2,2,2,3,33,2
64785,1,1,0,0,32,1
40209,2,2,3,3,29,2
392736,2,1,3,3,35,2
200974,2,1,0,0,40,2
280253,2,2,2,3,36,2
389926,1,1,3,3,32,1
24182,1,1,3,3,35,1
253995,2,2,0,0,31,2
119548,2,1,3,3,56,2
92827,2,2,2,2,33,2
236162,1,1,0,0,71,1
257986,2,2,0,0,50,2
38699,2,2,3,3,40,2
167120,1,1,3,3,37,1
41802,2,1,3,3,64,2
214440,2,1,3,3,27,2
119463,1,1,3,3,30,1
189959,1,1,0,0,26,1
61553,2,2,0,0,35,2
72500,2,1,0,0,31,2
218460,2,2,1,2,51,2
161389,2,2,2,3,32,2
358416,2,1,2,3,60,2
441885,2,2,0,0,28,2
119548,2,2,2,3,56,2
269602,2,1,0,0,54,2
258306,1,1,3,3,44,1
117611,1,1,0,0,69,1
62338,1,1,2,3,28,1
8487,1,1,0,0,46,1
84591,2,2,0,0,41,2
425232,2,2,2,3,28,2
115328,2,2,0,0,58,2
33984,2,2,0,0,45,2
106955,2,1,0,0,28,2
252625,2,1,1,2,58,2
6169,1,1,1,2,27,1
253880,1,1,3,3,29,1
115756,2,1,0,0,74,2
228563,1,1,2,2,35,1
133058,1,1,0,0,35,1
204526,1,1,1,2,28,1
163894,2,1,3,3,63,2
395765,2,2,3,3,36,2
375305,1,1,2,2,29,1
202187,1,1,2,3,65,1
38699,1,1,0,0,34,1
16453,2,1,2,2,43,2
453561,2,1,1,2,63,2
9788,1,1,2,3,27,1
394205,2,2,2,2,34,2
325078,2,2,0,0,31,2
117463,1,1,1,2,36,1
23724,1,1,2,2,29,1
463917,1,1,2,3,27,1
72022,1,1,0,0,27,1
90083,1,1,3,3,31,1
49103,2,2,0,0,29,2
60615,2,2,2,3,48,2
14400,1,1,2,2,30,1
375388,2,1,0,0,65,2
363635,2,2,0,0,72,2
251985,2,2,0,0,35,2
401271,2,1,3,3,56,2
319378,2,1,1,2,27,2
327593,2,2,0,0,32,2
330991,2,1,1,2,67,2
